table_name,column_name,data_type,is_nullable,column_default
rules,updated_at,timestamp with time zone,YES,
rules,is_deleted,boolean,YES,
rules,deleted_at,timestamp with time zone,YES,
subscription_plans,name,character varying,NO,
subscription_plans,description,character varying,YES,
subscription_plans,duration_months,integer,NO,
subscription_plans,monthly_price,double precision,NO,
subscription_plans,annual_price,double precision,NO,
subscription_plans,max_users,integer,NO,
subscription_plans,max_records,integer,NO,
subscription_plans,can_maker_checker,boolean,NO,
subscription_plans,can_multi_entity,boolean,NO,
subscription_plans,can_ai_integration,boolean,NO,
subscription_plans,can_image_storage,boolean,NO,
subscription_plans,grace_period_days,integer,NO,
subscription_plans,id,integer,NO,nextval('subscription_plans_id_seq'::regclass)
subscription_plans,created_at,timestamp with time zone,YES,now()
subscription_plans,updated_at,timestamp with time zone,YES,
subscription_plans,is_deleted,boolean,YES,
subscription_plans,deleted_at,timestamp with time zone,YES,
subscription_plans,has_custody_module,boolean,NO,true
subscription_plans,has_issuance_module,boolean,NO,false
subscription_plans,max_issuance_records,integer,NO,0
subscription_plans,max_checker_users,integer,NO,0
system_notification_view_logs,id,integer,NO,nextval('system_notification_view_logs_id_seq'::regclass)
system_notification_view_logs,user_id,integer,NO,
system_notification_view_logs,notification_id,integer,NO,
system_notification_view_logs,view_count,integer,NO,
system_notification_view_logs,last_viewed_at,timestamp with time zone,YES,now()
system_notifications,content,character varying,NO,
system_notifications,link,character varying,YES,
system_notifications,start_date,timestamp with time zone,NO,
system_notifications,end_date,timestamp with time zone,NO,
system_notifications,is_active,boolean,NO,
system_notifications,created_by_user_id,integer,NO,
system_notifications,animation_type,character varying,YES,
system_notifications,display_frequency,character varying,NO,
system_notifications,max_display_count,integer,YES,
system_notifications,target_user_ids,jsonb,YES,
system_notifications,target_roles,jsonb,YES,
system_notifications,target_customer_ids,jsonb,YES,
system_notifications,id,integer,NO,nextval('system_notifications_id_seq'::regclass)
system_notifications,created_at,timestamp with time zone,YES,now()
system_notifications,updated_at,timestamp with time zone,YES,
system_notifications,is_deleted,boolean,YES,
system_notifications,deleted_at,timestamp with time zone,YES,
system_notifications,notification_type,character varying,YES,'system_info'::character varying
system_notifications,is_popup,character varying,YES,'system_info'::character varying
system_notifications,popup_action_label,character varying,YES,'system_info'::character varying
system_notifications,image_url,character varying,YES,
templates,name,character varying,NO,
templates,template_type,character varying,NO,
templates,action_type,character varying,NO,
templates,content,text,NO,
templates,is_global,boolean,NO,
templates,customer_id,integer,YES,
templates,is_notification_template,boolean,NO,
templates,subject,character varying,YES,
templates,is_default,boolean,NO,
templates,id,integer,NO,nextval('templates_id_seq'::regclass)
templates,created_at,timestamp with time zone,YES,now()
templates,updated_at,timestamp with time zone,YES,
templates,is_deleted,boolean,YES,
templates,deleted_at,timestamp with time zone,YES,
trial_registrations,organization_name,character varying,NO,
trial_registrations,organization_address,character varying,NO,
trial_registrations,contact_admin_name,character varying,NO,
trial_registrations,contact_phone,character varying,NO,
trial_registrations,admin_email,character varying,NO,
trial_registrations,commercial_register_document_path,character varying,YES,
trial_registrations,entities_count,character varying,NO,
trial_registrations,accepted_terms_version,double precision,NO,
trial_registrations,accepted_terms_at,timestamp with time zone,YES,now()
trial_registrations,accepted_terms_ip,character varying,YES,
trial_registrations,status,character varying,NO,
trial_registrations,customer_id,integer,YES,
trial_registrations,id,integer,NO,nextval('trial_registrations_id_seq'::regclass)
trial_registrations,created_at,timestamp with time zone,YES,now()
trial_registrations,updated_at,timestamp with time zone,YES,
trial_registrations,is_deleted,boolean,YES,
trial_registrations,deleted_at,timestamp with time zone,YES,
user_customer_entity_association,user_id,integer,NO,
user_customer_entity_association,customer_entity_id,integer,NO,
user_customer_entity_association,is_deleted,boolean,NO,false
user_customer_entity_association,deleted_at,timestamp with time zone,YES,
user_devices,id,integer,NO,nextval('user_devices_id_seq'::regclass)
user_devices,user_id,integer,NO,
user_devices,device_id,character varying,NO,
user_devices,device_name,character varying,YES,
user_devices,is_trusted,boolean,YES,
user_devices,last_login_at,timestamp with time zone,YES,now()
user_devices,last_ip,character varying,YES,
user_devices,browser_fingerprint,character varying,YES,
user_legal_acceptance,id,integer,NO,nextval('user_legal_acceptance_id_seq'::regclass)
user_legal_acceptance,user_id,integer,NO,
user_legal_acceptance,artifact_id,integer,NO,
user_legal_acceptance,accepted_at,timestamp with time zone,YES,now()
user_legal_acceptance,ip_address,character varying,YES,
users,email,character varying,NO,
users,password_hash,character varying,NO,
users,role,USER-DEFINED,NO,
users,customer_id,integer,YES,
users,must_change_password,boolean,NO,
users,has_all_entity_access,boolean,NO,
users,id,integer,NO,nextval('users_id_seq'::regclass)
users,created_at,timestamp with time zone,YES,now()
users,updated_at,timestamp with time zone,YES,
users,is_deleted,boolean,YES,
users,deleted_at,timestamp with time zone,YES,
users,failed_login_attempts,integer,YES,0
users,locked_until,timestamp with time zone,YES,
users,last_accepted_legal_version,double precision,YES,
users,mfa_code_hashed,character varying,YES,
users,mfa_code_expires_at,timestamp with time zone,YES,
users,mfa_attempts,integer,YES,0
